match,server,game,score,reward
25,0,245,"(0, 15)",3
25,0,245,"(0, 30)",3
25,0,245,"(0, 40)",3
26,1,246,"(15, 0)",-3
26,1,246,"(30, 0)",-3
26,1,246,"(40, 0)",-3
26,0,247,"(0, 15)",3
26,0,247,"(0, 30)",3
26,0,247,"(0, 40)",3
26,1,248,"(0, 15)",-3
26,1,248,"(0, 30)",-3
26,1,248,"(0, 40)",-3
26,1,248,"(15, 40)",-3
26,1,248,"(30, 40)",-3
26,1,248,"(40, 40)",-3
26,1,248,"(60, 40)",-3
26,0,249,"(0, 15)",1
26,0,249,"(15, 15)",1
26,0,249,"(15, 30)",1
26,0,249,"(15, 40)",1
26,0,250,"(0, 0)",-2
26,1,250,"(15, 0)",-2
26,1,250,"(30, 0)",-2
26,1,250,"(40, 0)",-2
26,0,251,"(0, 15)",3
26,0,251,"(15, 15)",3
26,0,251,"(15, 30)",3
26,0,251,"(15, 40)",3
26,1,252,"(0, 15)",-2
26,1,252,"(15, 15)",-2
26,1,252,"(30, 15)",-2
26,1,252,"(30, 30)",-2
26,1,252,"(40, 30)",-2
26,0,253,"(0, 15)",1
26,0,253,"(0, 30)",1
26,0,253,"(0, 40)",1
26,0,254,"(0, 0)",-3
26,1,254,"(15, 0)",-3
26,1,254,"(30, 0)",-3
26,1,254,"(40, 0)",-3
26,0,255,"(0, 15)",3
26,0,255,"(0, 30)",3
26,0,255,"(0, 40)",3
26,1,256,"(0, 15)",-3
26,1,256,"(15, 15)",-3
26,1,256,"(30, 15)",-3
26,1,256,"(40, 15)",-3
26,0,257,"(15, 15)",2
26,0,257,"(15, 30)",2
26,0,257,"(15, 40)",2
