match,server,game,score,reward
6,1,244,"(40, 0)",0
6,1,244,"(0, 0)",0
6,0,245,"(15, 0)",0
6,0,245,"(15, 15)",0
6,0,245,"(15, 30)",0
6,0,245,"(15, 40)",0
6,0,245,"(0, 0)",0
6,1,246,"(15, 0)",0
6,1,246,"(30, 0)",0
6,1,246,"(40, 0)",0
6,1,246,"(0, 0)",0
6,0,247,"(0, 15)",0
6,0,247,"(0, 30)",0
6,0,247,"(0, 40)",0
6,0,247,"(0, 0)",0
6,1,248,"(15, 0)",0
6,1,248,"(15, 15)",0
6,1,248,"(30, 15)",0
6,1,248,"(40, 15)",0
6,1,248,"(0, 0)",0
6,0,249,"(0, 15)",0
6,0,249,"(0, 30)",0
6,0,249,"(0, 40)",0
6,0,249,"(0, 0)",0
6,1,250,"(15, 0)",0
6,1,250,"(30, 0)",0
6,1,250,"(40, 0)",0
6,1,250,"(0, 0)",0
6,0,251,"(0, 15)",0
6,0,251,"(0, 30)",0
6,0,251,"(15, 30)",0
6,0,251,"(15, 40)",0
7,1,251,"(15, 0)",0
7,1,252,"(30, 0)",0
7,1,252,"(40, 0)",0
7,0,252,"(0, 15)",0
7,0,253,"(0, 30)",0
7,0,253,"(0, 40)",0
7,0,253,"(15, 40)",0
7,0,253,"(30, 40)",0
7,0,253,"(0, 15)",0
7,0,254,"(0, 30)",0
7,0,254,"(0, 40)",0
7,0,254,"(0, 0)",0
7,1,255,"(15, 0)",0
7,1,255,"(15, 15)",0
7,1,255,"(30, 15)",0
7,1,255,"(40, 15)",0
7,0,255,"(30, 15)",0
7,0,256,"(30, 30)",0
7,0,256,"(30, 40)",0
7,0,256,"(0, 15)",0
7,0,257,"(15, 15)",0
7,0,257,"(15, 30)",0
7,0,257,"(15, 40)",0
7,0,257,"(0, 0)",0
7,1,258,"(15, 0)",0
7,1,258,"(30, 0)",0
7,1,258,"(40, 0)",0
7,0,258,"(0, 15)",0
7,0,259,"(0, 30)",0
7,0,259,"(15, 30)",0
7,0,259,"(15, 40)",0
7,0,259,"(0, 15)",0
7,0,260,"(0, 30)",0
7,0,260,"(0, 40)",0
7,0,260,"(0, 15)",0
7,0,261,"(0, 30)",0
7,0,261,"(0, 40)",0
7,0,261,"(0, 0)",0
7,1,262,"(15, 0)",0
7,1,262,"(30, 0)",0
7,1,262,"(40, 0)",0
7,0,262,"(15, 15)",0
7,0,263,"(30, 15)",0
7,0,263,"(30, 30)",0
7,0,263,"(30, 40)",0
7,0,263,"(15, 15)",0
7,0,264,"(15, 30)",0
7,0,264,"(15, 40)",0
7,0,264,"(0, 0)",0
7,1,265,"(15, 0)",0
7,1,265,"(30, 0)",0
7,1,265,"(40, 0)",0
7,0,265,"(0, 15)",0
7,0,266,"(0, 30)",0
7,0,266,"(0, 40)",0
7,0,266,"(0, 15)",0
7,0,267,"(0, 30)",0
7,0,267,"(0, 40)",0
7,0,267,"(0, 0)",0
7,1,268,"(15, 0)",0
7,1,268,"(30, 0)",0
7,1,268,"(40, 0)",0
7,1,268,"(40, 15)",0
7,0,268,"(0, 15)",0
7,0,269,"(0, 30)",0
7,0,269,"(0, 40)",0
7,1,269,"(0, 15)",0
7,1,270,"(15, 15)",0
7,1,270,"(30, 15)",0
7,1,270,"(40, 15)",0
7,0,270,"(0, 15)",0
7,0,271,"(0, 30)",0
7,0,271,"(0, 40)",0
7,0,271,"(0, 0)",0
7,1,272,"(15, 0)",0
7,1,272,"(30, 0)",0
7,1,272,"(40, 0)",0
7,0,272,"(0, 15)",0
7,0,273,"(0, 30)",0
7,0,273,"(0, 40)",0
7,0,273,"(0, 15)",0
7,0,274,"(0, 30)",0
7,0,274,"(0, 40)",0
7,0,274,"(15, 40)",0
7,0,274,"(0, 0)",0
7,1,275,"(15, 0)",0
7,1,275,"(15, 15)",0
7,1,275,"(30, 15)",0
7,1,275,"(40, 15)",0
7,0,275,"(0, 15)",0
7,0,276,"(0, 30)",0
7,0,276,"(0, 40)",0
7,0,276,"(15, 40)",0
7,1,276,"(40, 15)",0
7,0,277,"(0, 15)",0
7,0,278,"(0, 30)",0
7,0,278,"(0, 40)",0
7,0,278,"(0, 0)",0
7,1,279,"(15, 0)",0
7,1,279,"(30, 0)",0
7,1,279,"(40, 0)",0
7,0,279,"(0, 15)",0
7,0,280,"(0, 30)",0
7,0,280,"(0, 40)",0
7,0,280,"(0, 15)",0
7,0,281,"(0, 30)",0
7,0,281,"(0, 40)",0
7,0,281,"(0, 0)",0
7,1,282,"(15, 0)",0
7,1,282,"(30, 0)",0
7,1,282,"(40, 0)",0
7,0,282,"(0, 15)",0
7,0,283,"(15, 15)",0
7,0,283,"(15, 30)",0
7,0,283,"(15, 40)",0
7,0,283,"(0, 15)",0
7,0,284,"(0, 30)",0
7,0,284,"(0, 40)",0
7,0,284,"(0, 0)",0
7,1,285,"(15, 0)",0
7,1,285,"(30, 0)",0
7,1,285,"(40, 0)",0
7,0,285,"(15, 15)",0
7,0,286,"(15, 30)",0
7,0,286,"(15, 40)",0
7,0,286,"(30, 40)",0
7,0,286,"(0, 15)",0
7,0,287,"(0, 30)",0
7,0,287,"(0, 40)",0
7,0,287,"(0, 0)",0
7,1,288,"(15, 0)",0
7,1,288,"(15, 30)",0
7,1,288,"(30, 30)",0
7,1,288,"(40, 30)",0
7,0,288,"(0, 15)",0
7,0,289,"(15, 15)",0
7,0,289,"(30, 15)",0
7,0,289,"(40, 15)",0
7,0,289,"(40, 30)",0
7,0,289,"(40, 40)",0
7,0,289,"(60, 40)",0
7,0,289,"(40, 40)",0
7,0,289,"(40, 60)",0
7,1,289,"(30, 15)",0
7,1,290,"(40, 15)",0
7,0,290,"(0, 15)",0
7,0,291,"(0, 30)",0
7,0,291,"(0, 40)",0
7,0,291,"(0, 0)",0
7,1,292,"(0, 15)",0
7,1,292,"(0, 30)",0
7,1,292,"(0, 40)",0
7,0,292,"(0, 15)",0
7,0,293,"(15, 15)",0
7,0,293,"(15, 30)",0
7,0,293,"(15, 40)",0
7,0,293,"(0, 15)",0
7,0,294,"(0, 30)",0
7,0,294,"(0, 40)",0
7,0,294,"(0, 0)",0
7,1,295,"(15, 0)",0
7,1,295,"(30, 0)",0
7,1,295,"(40, 0)",0
7,0,295,"(0, 15)",0
7,0,296,"(0, 30)",0
7,0,296,"(0, 40)",0
7,0,296,"(0, 15)",0
7,0,297,"(0, 30)",0
7,0,297,"(0, 40)",0
7,0,297,"(15, 40)",0
8,1,297,"(0, 15)",0
8,1,298,"(15, 15)",0
8,1,298,"(30, 15)",0
8,1,298,"(40, 15)",0
8,0,298,"(0, 15)",0
8,0,299,"(0, 30)",0
8,0,299,"(15, 30)",0
8,0,299,"(30, 30)",0
8,0,299,"(30, 40)",0
8,0,299,"(40, 40)",0
8,0,299,"(40, 60)",0
8,0,299,"(0, 15)",0
8,0,300,"(0, 30)",0
8,0,300,"(0, 40)",0
8,1,300,"(15, 15)",0
8,1,301,"(30, 15)",0
8,1,301,"(40, 15)",0
8,0,301,"(0, 15)",0
8,0,302,"(0, 30)",0
8,0,302,"(0, 40)",0
8,0,302,"(15, 15)",0
8,0,303,"(15, 30)",0
8,0,303,"(15, 40)",0
8,0,303,"(0, 15)",0
8,0,304,"(0, 30)",0
8,0,304,"(0, 40)",0
8,1,304,"(0, 15)",0
8,1,305,"(30, 15)",0
8,1,305,"(40, 15)",0
8,0,305,"(0, 30)",0
8,0,305,"(15, 30)",0
8,0,305,"(15, 40)",0
8,0,305,"(15, 15)",0
8,0,306,"(15, 30)",0
8,0,306,"(15, 40)",0
8,0,306,"(0, 15)",0
8,0,307,"(0, 30)",0
8,0,307,"(0, 40)",0
8,0,307,"(0, 15)",0
8,0,308,"(0, 30)",0
8,0,308,"(0, 40)",0
8,0,308,"(0, 15)",0
8,0,309,"(0, 30)",0
8,0,309,"(0, 40)",0
8,0,309,"(0, 15)",0
8,0,310,"(0, 30)",0
8,0,310,"(0, 40)",0
8,1,310,"(15, 15)",0
8,1,311,"(30, 15)",0
8,1,311,"(40, 15)",0
8,0,311,"(15, 15)",0
8,0,312,"(15, 30)",0
8,0,312,"(15, 40)",0
8,0,312,"(0, 15)",0
8,0,313,"(0, 30)",0
8,0,313,"(0, 40)",0
8,0,313,"(15, 40)",0
8,0,313,"(0, 15)",0
8,0,314,"(15, 15)",0
8,0,314,"(15, 30)",0
8,0,314,"(30, 30)",0
8,0,314,"(30, 40)",0
8,0,314,"(0, 15)",0
8,0,315,"(0, 30)",0
8,0,315,"(0, 40)",0
8,0,315,"(0, 15)",0
8,0,316,"(0, 30)",0
8,0,316,"(0, 40)",0
8,0,316,"(0, 15)",0
8,0,317,"(15, 15)",0
8,0,317,"(15, 30)",0
8,0,317,"(15, 40)",0
8,0,317,"(0, 15)",0
8,0,318,"(0, 30)",0
8,0,318,"(0, 40)",0
9,1,318,"(15, 0)",0
9,1,319,"(30, 0)",0
9,1,319,"(40, 0)",0
9,1,319,"(0, 0)",0
9,0,320,"(0, 15)",0
9,0,320,"(0, 30)",0
9,0,320,"(0, 40)",0
9,0,320,"(15, 40)",0
9,0,320,"(30, 40)",0
9,0,320,"(0, 0)",0
9,1,321,"(15, 0)",0
9,1,321,"(30, 0)",0
9,1,321,"(40, 0)",0
9,1,321,"(0, 0)",0
9,0,322,"(0, 15)",0
9,0,322,"(0, 30)",0
9,0,322,"(0, 40)",0
9,0,322,"(0, 0)",0
9,1,323,"(15, 0)",0
9,1,323,"(30, 0)",0
9,1,323,"(40, 0)",0
9,1,323,"(0, 0)",0
9,0,324,"(0, 15)",0
9,0,324,"(0, 30)",0
9,0,324,"(0, 40)",0
9,0,324,"(0, 0)",0
9,1,325,"(15, 0)",0
9,1,325,"(30, 0)",0
9,1,325,"(30, 15)",0
9,1,325,"(30, 30)",0
9,1,325,"(40, 30)",0
9,1,325,"(0, 0)",0
9,0,326,"(0, 15)",0
9,0,326,"(0, 30)",0
9,0,326,"(0, 40)",0
9,0,326,"(0, 0)",0
